Geneid	entrez_gene	genomic_acc	start_pos	end_pos	strand	gene_symbol	transcript_acc	description
gene19866	7830250	NW_002476228.1	115231	116487	+	TTHERM_00773430	XM_001031596.3	hypothetical protein
gene19867	7830251	NW_002476228.1	117007	117825	-	TTHERM_00773440	XM_001031597.3	transmembrane protein, putative
gene19868	7830252	NW_002476228.1	119239	125626	+	TTHERM_00773450	XM_001031598.3	PAS domain S-box protein
gene19869	7830253	NW_002476228.1	126206	133055	+	TTHERM_00773460	XM_001031599.2	PAS domain S-box protein
gene19870	24440611	NW_002476228.1	133525	139347	+	TTHERM_000773469	XM_012799594.1	PAS domain S-box protein
gene19871	7823673	NW_002476228.1	139587	142417	-	TTHERM_00773470	XM_001031600.2	FHA domain protein
gene19872	7823674	NW_002476228.1	144401	147821	+	TTHERM_00773480	XM_001031601.2	Serine/Threonine kinase domain protein
gene19873	24440612	NW_002476228.1	149000	149431	-	TTHERM_000773499	XM_012799595.1	transmembrane protein, putative
gene19874	7823675	NW_002476228.1	149869	150562	+	TTHERM_00773500	XM_001031603.1	N-6 adenine-specific DNA methyltransferase
gene19875	7823676	NW_002476228.1	151713	154948	+	TTHERM_00773510	XM_001031604.1	DUSP domain protein
gene19876	7823677	NW_002476228.1	156053	158079	-	TTHERM_00773520	XM_001031605.2	XPG I-region protein
gene19877	24440613	NW_002476228.1	160188	160823	-	TTHERM_000773529	XM_012799596.1	hypothetical protein
gene19878	7823678	NW_002476228.1	161414	164079	+	TTHERM_00773530	XM_001031606.2	hypothetical protein
gene19879	24440614	NW_002476228.1	164377	165709	+	TTHERM_000773538	XM_012799597.1	Rtdr1-prov protein, putative
gene19880	24440615	NW_002476228.1	166773	167936	+	TTHERM_000773539	XM_012799598.1	hypothetical protein
gene19881	7823679	NW_002476228.1	168648	171448	-	TTHERM_00773540	XM_001031607.1	hypothetical protein
gene19882	7823680	NW_002476228.1	172839	173961	+	TTHERM_00773550	XM_001031608.2	hypothetical protein
gene19883	7823681	NW_002476228.1	174184	175410	-	TTHERM_00773560	XM_001031609.2	hypothetical protein
gene19884	7823683	NW_002476228.1	176875	177219	-	TTHERM_00773580	XM_001031611.3	cytochrome C-like protein
gene19885	7823684	NW_002476228.1	178494	183281	-	TTHERM_00773590	XM_001031612.2	NLI interacting factor-like phosphatase
gene19886	7823685	NW_002476228.1	184884	190754	-	TTHERM_00773600	XM_001031613.3	protein kinase
gene19887	7823686	NW_002476228.1	191761	192654	-	TTHERM_00773610	XM_001031614.3	enoyl-CoA hydratase/isomerase
gene19888	7823687	NW_002476228.1	193512	195447	-	TTHERM_00773620	XM_001031615.3	MFS transporter
gene19889	7823688	NW_002476228.1	196652	198589	-	TTHERM_00773630	XM_001031616.1	MFS transporter
gene19890	7823689	NW_002476228.1	199741	201881	-	TTHERM_00773640	XM_001031617.2	MFS transporter
gene19891	24440616	NW_002476228.1	202233	204160	-	TTHERM_000773649	XM_012799599.1	MFS transporter
gene19892	7823690	NW_002476228.1	205855	206553	+	TTHERM_00773650	XM_001031618.1	poly polymerase and DNA-ligase Zn-finger region family protein
gene19893	7823691	NW_002476228.1	207467	209041	+	TTHERM_00773660	XM_001031619.4	serine carboxypeptidase family protein
gene19894	7823692	NW_002476228.1	209462	210931	+	TTHERM_00773670	XM_001031620.3	serine carboxypeptidase family protein
gene19895	7823693	NW_002476228.1	211338	212666	+	TTHERM_00773680	XM_001031621.3	hypothetical protein
gene19896	7823694	NW_002476228.1	213192	215316	-	TTHERM_00773690	XM_001031622.3	adenylosuccinate synthetase protein
gene19897	7823695	NW_002476228.1	216360	218292	-	TTHERM_00773700	XM_001031623.2	trichocyst matrix protein, putative
gene19898	7823696	NW_002476228.1	218795	220652	+	TTHERM_00773710	XM_001031624.4	trichocyst matrix protein T4-B, putative
gene19899	7823697	NW_002476228.1	221937	224811	-	TTHERM_00773720	XM_001031625.3	hypothetical protein
gene19900	7823698	NW_002476228.1	225686	227038	-	TTHERM_00773730	XM_001031626.2	FAM18-like protein
gene19901	7823699	NW_002476228.1	227787	228788	+	TTHERM_00773740	XM_001031627.1	arrestin
gene19902	7823700	NW_002476228.1	229263	231938	-	TTHERM_00773750	XM_001031628.3	cytoplasmic dynein intermediate chain
gene19903	7823701	NW_002476228.1	232400	234774	-	TTHERM_00773760	XM_001031629.2	EF hand protein
gene19904	7823702	NW_002476228.1	235940	240632	+	TTHERM_00773780	XM_001031631.2	hypothetical protein
gene19905	24440617	NW_002476228.1	241203	243863	+	TTHERM_000773789	XM_012799600.1	hypothetical protein
gene19906	7823703	NW_002476228.1	244632	249228	+	TTHERM_00773790	XM_001031632.3	DNA repair protein RAD50, putative
gene19907	7823704	NW_002476228.1	249367	249880	-	TTHERM_00773800	XM_001031633.2	hypothetical protein
gene19908	24440618	NW_002476228.1	250804	253096	+	TTHERM_000773801	XM_012799601.1	vacuolar proton-inorganic pyrophosphatase
gene19909	24440619	NW_002476228.1	253179	253789	+	TTHERM_000773802	XM_012799602.1	vacuolar proton-inorganic pyrophosphatase
gene19910	24441098	NW_002476227.1	442	1630	-	TTHERM_000925319	XM_012799603.1	zinc finger, C3HC4 type (RING finger) protein
gene19911	7837347	NW_002476227.1	2475	29591	-	TTHERM_00925320	XM_001031149.2	transmembrane protein, putative
gene19912	7843366	NW_002476227.1	31868	32225	-	TTHERM_00925330	XM_001031150.1	hypothetical protein
gene19913	7843367	NW_002476227.1	32608	34158	+	TTHERM_00925340	XM_001031151.3	lipid A-disaccharide synthase
gene19914	7843365	NW_002476227.1	34906	42396	+	TTHERM_00925360	XM_001031153.3	hypothetical protein
gene19915	7843364	NW_002476227.1	36829	44396	-	TTHERM_00925370	XM_001031154.2	hypothetical protein
gene19916	7843363	NW_002476227.1	47249	48343	-	TTHERM_00925380	XM_001031155.1	lipase family protein
gene19917	7843361	NW_002476227.1	49695	50853	-	TTHERM_00925390	XM_001031156.2	lipase family protein
gene19918	24441099	NW_002476227.1	53026	53472	-	TTHERM_000925392	XM_012799604.1	transmembrane protein, putative
gene19919	7843362	NW_002476227.1	54608	56437	+	TTHERM_00925410	XM_001031158.2	hypothetical protein
gene19920	7837348	NW_002476227.1	57518	58537	-	TTHERM_00925420	XM_001031159.2	transmembrane protein, putative
gene19921	7843360	NW_002476227.1	60034	61101	-	TTHERM_00925430	XM_001031160.1	hypothetical protein
gene19922	7843368	NW_002476227.1	61637	63220	+	TTHERM_00925440	XM_001031161.1	hypothetical protein
gene19923	7843369	NW_002476227.1	64151	64708	-	TTHERM_00925450	XM_001031162.2	transmembrane protein, putative
gene19924	7843370	NW_002476227.1	64764	65129	+	TTHERM_00925460	XM_001031163.1	hypothetical protein
gene19925	7843371	NW_002476227.1	66695	68287	+	TTHERM_00925480	XM_001031165.1	ubiquitin family protein, putative
gene19926	7843372	NW_002476227.1	68978	69907	-	TTHERM_00925490	XM_001031166.1	G protein coupled glucose receptor regulating Gpa2 protein
gene19927	24441100	NW_002476227.1	73129	73386	+	TTHERM_000925491	XM_012799605.1	hypothetical protein
gene19928	7843374	NW_002476227.1	73543	73842	+	TTHERM_00925520	XM_001031168.1	hypothetical protein
gene19929	24441101	NW_002476227.1	78369	78791	+	TTHERM_000925521	XM_012799606.1	hypothetical protein
gene19930	7843375	NW_002476227.1	80357	82617	+	TTHERM_00925550	XM_001031171.2	hypothetical protein
gene19931	24441102	NW_002476227.1	83261	84649	+	TTHERM_000925559	XM_012799607.1	hypothetical protein
gene19932	7843376	NW_002476227.1	85643	87843	+	TTHERM_00925560	XM_001031172.1	SWIB/MDM2 domain protein
gene19933	7843377	NW_002476227.1	88882	89658	+	TTHERM_00925570	XM_001031173.1	regulated-SNARE-like domain protein
gene19934	7843378	NW_002476227.1	90629	91399	+	TTHERM_00925580	XM_001031174.2	hypothetical protein
gene19935	24441103	NW_002476227.1	92486	95121	+	TTHERM_000925599	XM_012799608.1	hypothetical protein
gene19936	7843379	NW_002476227.1	95422	98945	-	TTHERM_00925600	XM_001031176.2	hypothetical protein
gene19937	7843380	NW_002476227.1	99704	102653	-	TTHERM_00925610	XM_001031177.2	DHHC zinc finger protein
gene19938	7843381	NW_002476227.1	105290	109708	-	TTHERM_00925620	XM_001031178.3	hypothetical protein
gene19939	7843382	NW_002476227.1	111610	112939	-	TTHERM_00925630	XM_001031179.1	phytanoyl-CoA dioxygenase PhyH
gene19940	7843383	NW_002476227.1	115239	116538	-	TTHERM_00925650	XM_001031181.3	phytanoyl-CoA dioxygenase PhyH
gene19941	7843384	NW_002476227.1	118396	119644	-	TTHERM_00925660	XM_001031182.1	phytanoyl-CoA dioxygenase PhyH
gene19942	7843385	NW_002476227.1	121718	127481	+	TTHERM_00925680	XM_001031184.2	kinase domain protein
gene19943	24441104	NW_002476227.1	128943	134041	+	TTHERM_000925709	XM_012799609.1	kinase domain protein
gene19944	7843388	NW_002476227.1	134734	140950	-	TTHERM_00925710	XM_001031187.2	REJ domain protein
gene19945	7843389	NW_002476227.1	141044	141575	+	TTHERM_00925720	XM_001031188.2	hypothetical protein
gene19946	7843390	NW_002476227.1	143732	145656	+	TTHERM_00925730	XM_001031189.2	hypothetical protein
gene19947	7843391	NW_002476227.1	146691	148617	+	TTHERM_00925740	XM_001031190.3	hypothetical protein
gene19948	7843392	NW_002476227.1	149337	151622	-	TTHERM_00925750	XM_001031191.2	hypothetical protein
gene19949	7843394	NW_002476227.1	152846	154378	-	TTHERM_00925770	XM_001031193.2	zinc carboxypeptidase family protein
gene19950	7843395	NW_002476227.1	155884	156577	-	TTHERM_00925780	XM_001031194.2	hypothetical protein
gene19951	7843396	NW_002476227.1	160411	162916	+	TTHERM_00925790	XM_001031195.2	hypothetical protein
gene19952	7843398	NW_002476227.1	167441	170270	-	TTHERM_00925810	XM_001031197.2	hypothetical protein
gene19953	7837340	NW_002476227.1	170978	172870	-	TTHERM_00925820	XM_001031198.2	kinase domain protein
gene19954	7837341	NW_002476227.1	174617	177215	-	TTHERM_00925830	XM_001031199.2	kinase domain protein
gene19955	7837342	NW_002476227.1	178522	179930	-	TTHERM_00925840	XM_001031200.2	chitin-binding peritrophin-A domain protein, putative
gene19956	7837343	NW_002476227.1	181040	182098	-	TTHERM_00925850	XM_001031201.1	papain family cysteine protease
gene19957	7837344	NW_002476227.1	182384	182599	+	TTHERM_00925860	XM_001031202.1	hypothetical protein
gene19958	7837345	NW_002476227.1	184338	185414	-	TTHERM_00925870	XM_001031203.1	papain family cysteine protease
gene19959	7837346	NW_002476227.1	188223	189455	-	TTHERM_00925890	XM_001031205.3	squalene/phytoene synthase
gene19960	24441105	NW_002476227.1	190474	190911	+	TTHERM_000925890	XM_012799610.1	B-cell receptor-associated-like protein
gene19961	7843359	NW_002476226.1	1215	1911	-	TTHERM_00492300	XM_001023122.2	hypothetical protein
gene19962	7843113	NW_002476226.1	3636	6967	-	TTHERM_00492310	XM_001023123.2	CHORD protein
gene19963	7843114	NW_002476226.1	8920	11812	+	TTHERM_00492320	XM_001023124.2	hypothetical protein
gene19964	7843115	NW_002476226.1	12719	15109	+	TTHERM_00492340	XM_001023126.2	hypothetical protein
gene19965	24439258	NW_002476226.1	16795	18181	-	TTHERM_000492343	XM_012799611.1	transmembrane protein, putative
gene19966	7843117	NW_002476226.1	20989	22567	+	TTHERM_00492360	XM_001023128.2	hypothetical protein
gene19967	24439259	NW_002476226.1	23747	26581	-	TTHERM_000492361	XM_012799612.1	cyclin-dependent kinase-like Serine/Threonine kinase family protein
gene19968	24439260	NW_002476226.1	27212	29394	-	TTHERM_000492363	XM_012799613.1	kinase domain protein
gene19969	7843118	NW_002476226.1	30447	36244	-	TTHERM_00492370	XM_001023129.2	kinase domain protein
gene19970	7843119	NW_002476226.1	36840	39974	-	TTHERM_00492380	XM_001023130.2	kinase domain protein
gene19971	7843226	NW_002476226.1	40603	41293	+	TTHERM_00492390	XM_001023131.3	hypothetical protein
gene19972	7843227	NW_002476226.1	41808	43513	-	TTHERM_00492400	XM_001023132.3	rab-GTPase-TBC domain protein
gene19973	24439261	NW_002476226.1	43924	45006	-	TTHERM_000492408	XM_012799614.1	QXW lectin repeat protein
gene19974	7843228	NW_002476226.1	45962	50118	-	TTHERM_00492409	XM_001470930.2	hypothetical protein
gene19975	7843229	NW_002476226.1	50682	64277	-	TTHERM_00492410	XM_001023133.3	transmembrane protein, putative
gene19976	7843231	NW_002476226.1	65393	66610	-	TTHERM_00492430	XM_001023135.2	biogenesis AIM24 protein
gene19977	7843232	NW_002476226.1	67106	68569	+	TTHERM_00492440	XM_001023136.3	peptidase C65 otubain protein
gene19978	7843233	NW_002476226.1	69219	70349	+	TTHERM_00492450	XM_001023137.3	hypothetical protein
gene19979	7843234	NW_002476226.1	71773	74563	-	TTHERM_00492460	XM_001023138.3	Ku70/Ku80 beta-barrel domain protein
gene19980	7843235	NW_002476226.1	78200	79543	+	TTHERM_00492470	XM_001023139.3	hypothetical protein
gene19981	7843236	NW_002476226.1	83328	90189	+	TTHERM_00492480	XM_001023140.2	latrophilin/CL-like GPS domain protein
gene19982	7843237	NW_002476226.1	91322	92324	+	TTHERM_00492490	XM_001023141.2	WD domain, G-beta repeat protein
gene19983	7843238	NW_002476226.1	93525	95014	+	TTHERM_00492500	XM_001023142.2	serine carboxypeptidase family protein
gene19984	7843239	NW_002476226.1	95846	96702	+	TTHERM_00492510	XM_001023143.1	hypothetical protein
gene19985	7843240	NW_002476226.1	97192	99544	+	TTHERM_00492520	XM_001023144.2	transmembrane amino acid transporter protein
gene19986	7843241	NW_002476226.1	99841	102796	-	TTHERM_00492530	XM_001023145.3	WD domain, G-beta repeat protein
gene19987	7843242	NW_002476226.1	103996	104833	+	TTHERM_00492540	XM_001023146.2	hypothetical protein
gene19988	7843243	NW_002476226.1	107747	109123	-	TTHERM_00492550	XM_001023147.2	hypothetical protein
gene19989	7843244	NW_002476226.1	109629	112056	-	TTHERM_00492560	XM_001023148.2	hypothetical protein
gene19990	7843245	NW_002476226.1	112528	113572	-	TTHERM_00492570	XM_001023149.2	hypothetical protein
gene19991	24439262	NW_002476226.1	114921	116194	+	TTHERM_000492589	XM_012799615.1	hypothetical protein
gene19992	7835746	NW_002476226.1	116989	119668	+	TTHERM_00492590	XM_001023151.2	transmembrane protein, putative
gene19993	7835747	NW_002476226.1	120300	122800	+	TTHERM_00492600	XM_001023152.1	transmembrane protein, putative
gene19994	7835748	NW_002476226.1	123144	124678	+	TTHERM_00492610	XM_001023153.2	hypothetical protein
gene19995	7835749	NW_002476226.1	125765	128300	+	TTHERM_00492620	XM_001023154.2	transmembrane protein, putative
gene19996	7835750	NW_002476226.1	129941	131392	-	TTHERM_00492630	XM_001023155.1	hypothetical protein
gene19997	7835751	NW_002476226.1	133502	134038	+	TTHERM_00492640	XM_001023156.1	hypothetical protein
gene19998	7835752	NW_002476226.1	134656	136164	-	TTHERM_00492650	XM_001023157.3	hypothetical protein
gene19999	7835753	NW_002476226.1	137531	138031	-	TTHERM_00492660	XM_001023158.3	hypothetical protein
gene20000	7835754	NW_002476226.1	142192	143987	-	TTHERM_00492670	XM_001023159.2	transmembrane protein, putative
gene20001	7835755	NW_002476226.1	145437	147323	-	TTHERM_00492680	XM_001023160.3	hypothetical protein
gene20002	7835756	NW_002476226.1	147921	149977	-	TTHERM_00492690	XM_001023161.3	transmembrane protein, putative
gene20003	7835757	NW_002476226.1	151217	153613	+	TTHERM_00492700	XM_001023162.2	MORN motif protein
gene20004	7835758	NW_002476226.1	154403	157311	-	TTHERM_00492710	XM_001023163.3	hypothetical protein
gene20005	24439263	NW_002476226.1	158223	159083	-	TTHERM_000492719	XM_012799616.1	hypothetical protein
gene20006	7835759	NW_002476226.1	159455	161418	-	TTHERM_00492720	XM_001023164.2	peptidyl-prolyl cis-trans isomerase, cyclophilin-type protein
gene20007	7835760	NW_002476226.1	161833	162825	-	TTHERM_00492730	XM_001023165.2	ribulose-phosphate 3-epimerase
gene20008	7835761	NW_002476226.1	164429	168170	+	TTHERM_00492740	XM_001023166.3	hypothetical protein
gene20009	7835763	NW_002476226.1	168793	170322	+	TTHERM_00492760	XM_001023168.3	hypothetical protein
gene20010	7835764	NW_002476226.1	171461	171847	-	TTHERM_00492770	XM_001023169.3	hypothetical protein
gene20011	7835765	NW_002476226.1	172976	173593	+	TTHERM_00492780	XM_001023170.3	hypoxanthine guanine phosphoribosyltransferase
gene20012	7835766	NW_002476226.1	174802	175362	+	TTHERM_00492789	XM_001470931.2	hypoxanthine guanine phosphoribosyltransferase
gene20013	24439264	NW_002476226.1	177353	177670	+	TTHERM_000492799	XM_012799617.1	hypothetical protein
gene20014	7835768	NW_002476226.1	178686	181799	-	TTHERM_00492800	XM_001023172.1	hypothetical protein
gene20015	7827981	NW_002476226.1	183171	185503	-	TTHERM_00492810	XM_001023173.1	hypothetical protein
gene20016	7827982	NW_002476226.1	186341	190531	+	TTHERM_00492820	XM_001023174.2	cyclic nucleotide-binding domain protein
gene20017	7827983	NW_002476226.1	191375	207860	-	TTHERM_00492830	XM_001023175.3	dynein heavy chain 7, axonemal protein
gene20018	7827984	NW_002476226.1	208466	210752	+	TTHERM_00492840	XM_001023176.2	EF hand protein
gene20019	7827985	NW_002476226.1	211885	216500	+	TTHERM_00492850	XM_001023177.3	isoleucyl-tRNA synthetase protein
gene20020	7827986	NW_002476226.1	217550	220195	-	TTHERM_00492860	XM_001023178.3	hypothetical protein
gene20021	7827987	NW_002476226.1	221002	221373	+	TTHERM_00492870	XM_001023179.2	transmembrane protein, putative
gene20022	7827990	NW_002476226.1	222494	227566	+	TTHERM_00492900	XM_001023182.2	transmembrane protein, putative
gene20023	7827991	NW_002476226.1	227957	228502	+	TTHERM_00492910	XM_001023183.1	hypothetical protein
gene20024	7827992	NW_002476226.1	228935	231299	+	TTHERM_00492920	XM_001023184.3	ankyrin domain protein
gene20025	7827993	NW_002476226.1	231646	235557	+	TTHERM_00492930	XM_001023185.2	hypothetical protein
gene20026	7827994	NW_002476226.1	236051	237017	-	TTHERM_00492940	XM_001023186.3	steroid 5-alpha reductase, carboxy-terminal domain protein
gene20027	7827995	NW_002476226.1	239052	240659	-	TTHERM_00492950	XM_001023187.2	transmembrane protein, putative
gene20028	7827996	NW_002476226.1	242559	243890	+	TTHERM_00492960	XM_001023188.2	hypothetical protein
gene20029	7827997	NW_002476226.1	244365	246156	-	TTHERM_00492970	XM_001023189.2	importin subunit alpha, putative
gene20030	7827998	NW_002476226.1	246453	250307	-	TTHERM_00492980	XM_001023190.2	hypothetical protein
gene20031	24439265	NW_002476226.1	250955	253484	-	TTHERM_000492989	XM_012799618.1	ubiquitin carboxyl-terminal hydrolase
gene20032	7827999	NW_002476226.1	254239	257531	-	TTHERM_00492990	XM_001023191.3	ubiquitin carboxyl-terminal hydrolase
gene20033	24439266	NW_002476226.1	257811	258806	-	TTHERM_000492999	XM_012799619.1	ubiquitin carboxyl-terminal hydrolase
gene20034	7828000	NW_002476226.1	258917	260347	-	TTHERM_00493000	XM_001023192.1	hypothetical protein
gene20035	7828001	NW_002476226.1	261934	262821	+	TTHERM_00493011	XM_001470932.1	transmembrane protein, putative
gene20036	7828002	NW_002476226.1	263241	264971	+	TTHERM_00494010	XM_001023194.3	hypothetical protein
gene20037	7828003	NW_002476226.1	266698	269914	-	TTHERM_00494020	XM_001023195.2	hypothetical protein
gene20038	7831708	NW_002476226.1	271295	272254	-	TTHERM_00494030	XM_001023196.1	autophagy protein Apg5
